136, GRID_SCAN, 1024, 1024, 711, 948, 237, 474, datasets/SIMPLE_VORONOI_1024x1024_5.png, 829, 355, out/, 2021-05-0114:36:54.145, 13990182, 150564178, 398501031, 2.6467187, 28.484335, 10.762132
137, GREEDY_RANGE_SCAN, 512, 512, 315, 378, 0, 112, datasets/SIMPLE_VORONOI_512x512_1.png, 346, 56, out/, 2021-05-0114:37:01.277, 48724, 4053465, 11425620, 2.8187292, 234.49675, 83.19237
138, GREEDY_RANGE_SCAN, 512, 512, 0, 68, 204, 306, datasets/SIMPLE_VORONOI_512x512_3.png, 34, 255, out/, 2021-05-0114:37:08.446, 47607, 4167012, 11740709, 2.8175366, 246.61728, 87.529396
144, GREEDY_RANGE_SCAN, 2048, 2048, 1778, 2032, 0, 742, datasets/SIMPLE_VORONOI_2048x2048_2.png, 1905, 371, out/, 2021-05-0114:37:49.841, 837087, 91954920, 256541848, 2.7898655, 306.46976, 109.85109
145, GRID_SCAN, 512, 512, 91, 182, 0, 112, datasets/SIMPLE_VORONOI_512x512_2.png, 136, 56, out/, 2021-05-0114:37:59.93, 1347938, 21254397, 56664317, 2.6660044, 42.037777, 15.768082
147, PROGRESSIVE_SCAN, 512, 512, 0, 484, 306, 408, datasets/SIMPLE_VORONOI_512x512_2.png, 242, 357, out/, 2021-05-0114:38:12.816, 67981, 5970373, 16667503, 2.791702, 245.17885, 87.82414
148, GRID_SCAN, 2048, 2048, 475, 950, 1344, 1792, datasets/SIMPLE_VORONOI_2048x2048_4.png, 712, 1568, out/, 2021-05-0114:39:12.612, 154553853, 1131436558, -1313623049, -1.1610223, -8.499452, 7.320662
152, GREEDY_RANGE_SCAN, 2048, 2048, 1524, 1778, 1344, 1792, datasets/SIMPLE_VORONOI_2048x2048_5.png, 1651, 1568, out/, 2021-05-0114:39:43.257, 795161, 84961023, 237421899, 2.7944803, 298.58344, 106.84757
157, GRID_SCAN, 2048, 2048, 0, 475, 0, 1431, datasets/SIMPLE_VORONOI_2048x2048_4.png, 237, 715, out/, 2021-05-0114:43:11.309, 731690866, 449676719, -443621233, -0.98653376, -0.606296, 0.614572
158, PROGRESSIVE_SCAN, 1024, 1024, 508, 635, 237, 474, datasets/SIMPLE_VORONOI_1024x1024_2.png, 571, 355, out/, 2021-05-0114:43:19.89, 149277, 17054897, 47989325, 2.813815, 321.47836, 114.24999
159, GRID_SCAN, 1024, 1024, 549, 732, 410, 615, datasets/SIMPLE_VORONOI_1024x1024_2.png, 640, 512, out/, 2021-05-0114:43:35.124, 6938490, 88244389, 234629989, 2.6588657, 33.815712, 12.718098
160, GRID_SCAN, 2048, 2048, 0, 275, 0, 1431, datasets/SIMPLE_VORONOI_2048x2048_4.png, 137, 715, out/, 2021-05-0114:45:20.851, 375648429, -1759070943, -1917258557, 1.0899267, -5.103864, -4.682759
161, GRID_SCAN, 1024, 1024, 0, 620, 0, 331, datasets/SIMPLE_VORONOI_1024x1024_1.png, 310, 165, out/, 2021-05-0114:45:50.615, 41030839, 432187396, 1126529111, 2.6065757, 27.45567, 10.533233
162, GREEDY_RANGE_SCAN, 2048, 2048, 0, 1696, 0, 1431, datasets/SIMPLE_VORONOI_2048x2048_2.png, 848, 715, out/, 2021-05-0114:46:06.471, 1303125, 131943758, 365615023, 2.7709913, 280.56787, 101.25181
163, PROGRESSIVE_SCAN, 2048, 2048, 1464, 1830, 475, 950, datasets/SIMPLE_VORONOI_2048x2048_7.png, 1647, 712, out/, 2021-05-0114:46:29.04, 2525946, 240910511, 663436973, 2.753873, 262.64893, 95.374374
167, GREEDY_RANGE_SCAN, 2048, 2048, 0, 648, 448, 896, datasets/SIMPLE_VORONOI_2048x2048_3.png, 324, 672, out/, 2021-05-0114:47:01.013, 1110977, 116931711, 324688750, 2.7767382, 292.25513, 105.25124
168, GREEDY_RANGE_SCAN, 1024, 1024, 762, 889, 0, 331, datasets/SIMPLE_VORONOI_1024x1024_6.png, 825, 165, out/, 2021-05-0114:47:09.319, 225666, 15667026, 44073080, 2.8131108, 195.30226, 69.42573
173, GRID_SCAN, 1024, 1024, 0, 303, 474, 711, datasets/SIMPLE_VORONOI_1024x1024_3.png, 151, 592, out/, 2021-05-0114:47:48.7, 13536582, 154335597, 405215405, 2.6255472, 29.934837, 11.401372
174, PROGRESSIVE_SCAN, 512, 512, 0, 91, 354, 472, datasets/SIMPLE_VORONOI_512x512_4.png, 45, 413, out/, 2021-05-0114:47:56.448, 107149, 9415737, 26074166, 2.7692113, 243.34492, 87.875175
176, GRID_SCAN, 1024, 1024, 822, 959, 0, 715, datasets/SIMPLE_VORONOI_1024x1024_4.png, 890, 357, out/, 2021-05-0114:48:21.334, 11240395, 176117591, 466455138, 2.6485438, 41.498108, 15.668274
179, GREEDY_RANGE_SCAN, 512, 512, 302, 453, 306, 408, datasets/SIMPLE_VORONOI_512x512_3.png, 377, 357, out/, 2021-05-0114:48:39.759, 65031, 5597300, 15638902, 2.7940083, 240.4838, 86.07126
180, GREEDY_RANGE_SCAN, 2048, 2048, 1778, 2032, 0, 1431, datasets/SIMPLE_VORONOI_2048x2048_5.png, 1905, 715, out/, 2021-05-0114:48:58.438, 2003518, 172776676, 476750493, 2.7593453, 237.95668, 86.23665
182, PROGRESSIVE_SCAN, 2048, 2048, 0, 1696, 1324, 1986, datasets/SIMPLE_VORONOI_2048x2048_1.png, 848, 1655, out/, 2021-05-0114:49:22.038, 1633141, 162839127, 450269381, 2.765118, 275.70758, 99.70916
185, GRID_SCAN, 2048, 2048, 0, 607, 0, 1431, datasets/SIMPLE_VORONOI_2048x2048_5.png, 303, 715, out/, 2021-05-0114:53:43.042, 1025906212, 2124846383, -412841451, -0.19429238, -0.40241635, 2.0711896
188, PROGRESSIVE_SCAN, 1024, 1024, 0, 324, 615, 820, datasets/SIMPLE_VORONOI_1024x1024_7.png, 162, 717, out/, 2021-05-0114:54:08.497, 1016523, 92995361, 255337111, 2.7456973, 251.18675, 91.48377
190, GRID_SCAN, 1024, 1024, 0, 684, 0, 371, datasets/SIMPLE_VORONOI_1024x1024_1.png, 342, 185, out/, 2021-05-0114:54:50.214, 58497567, 569243709, 1480820535, 2.6013823, 25.314222, 9.731067
193, GREEDY_RANGE_SCAN, 2048, 2048, 1425, 1900, 475, 950, datasets/SIMPLE_VORONOI_2048x2048_3.png, 1662, 712, out/, 2021-05-0114:55:15.843, 951179, 102876140, 286348606, 2.7834306, 301.04596, 108.15645
196, GREEDY_RANGE_SCAN, 2048, 2048, 0, 1696, 0, 662, datasets/SIMPLE_VORONOI_2048x2048_8.png, 848, 331, out/, 2021-05-0114:56:10.197, 8327763, 637609359, 1743686163, 2.734725, 209.3823, 76.5643
198, GREEDY_RANGE_SCAN, 512, 512, 0, 68, 0, 411, datasets/SIMPLE_VORONOI_512x512_3.png, 34, 205, out/, 2021-05-0114:56:23.021, 41483, 3663422, 10369644, 2.8305895, 249.97334, 88.3114
199, GRID_SCAN, 2048, 2048, 0, 607, 0, 662, datasets/SIMPLE_VORONOI_2048x2048_5.png, 303, 331, out/, 2021-05-0114:58:04.127, 332347596, -1976509853, 1801719885, -0.9115664, 5.4211917, -5.9471164
200, GRID_SCAN, 1024, 1024, 648, 972, 662, 993, datasets/SIMPLE_VORONOI_1024x1024_1.png, 810, 827, out/, 2021-05-0114:58:25.627, 22618708, 235912726, 616334507, 2.6125531, 27.248882, 10.429982
202, GRID_SCAN, 1024, 1024, 732, 915, 0, 856, datasets/SIMPLE_VORONOI_1024x1024_7.png, 823, 428, out/, 2021-05-0114:59:01.314, 36102153, 388186298, 1026589823, 2.6445801, 28.435696, 10.752442
203, GRID_SCAN, 2048, 2048, 366, 732, 475, 950, datasets/SIMPLE_VORONOI_2048x2048_4.png, 549, 712, out/, 2021-05-0114:59:57.539, 115700972, 895486602, -1922685614, -2.1470847, -16.617712, 7.739663
205, GREEDY_RANGE_SCAN, 1024, 1024, 0, 620, 0, 237, datasets/SIMPLE_VORONOI_1024x1024_2.png, 310, 118, out/, 2021-05-0115:00:11.276, 95656, 12175886, 34652148, 2.8459651, 362.25797, 127.28826
206, PROGRESSIVE_SCAN, 1024, 1024, 635, 762, 474, 711, datasets/SIMPLE_VORONOI_1024x1024_7.png, 698, 592, out/, 2021-05-0115:00:20.695, 306265, 30794607, 85504601, 2.7766094, 279.18503, 100.5489
208, PROGRESSIVE_SCAN, 1024, 1024, 183, 366, 0, 705, datasets/SIMPLE_VORONOI_1024x1024_6.png, 274, 352, out/, 2021-05-0115:00:34.92, 231309, 24255390, 67649102, 2.789034, 292.46204, 104.86142
211, PROGRESSIVE_SCAN, 1024, 1024, 0, 968, 474, 711, datasets/SIMPLE_VORONOI_1024x1024_3.png, 484, 592, out/, 2021-05-0115:00:54.012, 101193, 12835817, 36470045, 2.8412716, 360.40085, 126.84491
213, PROGRESSIVE_SCAN, 512, 512, 162, 324, 354, 472, datasets/SIMPLE_VORONOI_512x512_3.png, 243, 413, out/, 2021-05-0115:01:06.965, 69264, 6090580, 16995473, 2.7904522, 245.37238, 87.93284
